detainer_detention_facility,county,city,state,uniqueid
MEMPHIS POLICE DEPT.,Hall County,MEMPHIS,TX,d2592
MEMPHIS POLICE DEPT.,Shelby County,MEMPHIS,TN,d2593
MEMPHIS/SHELBY COUNTY JUV,Shelby County,MEMPHIS,TN,d2594
MENARD CORRECTIONAL CTR,Randolph County,MENARD,IL,d2595
MENARD COUNTY SHERIFF,Menard County,MENARD,TX,d2596
MENDOCINO COUNTY JAIL,Mendocino County,UKIAH,CA,d2597
MENOMINEE COUNTY JAIL,Menominee County,MENOMINEE,MI,d2598
MENTOR CITY JAIL,Lake County,MENTOR,OH,d2599
MERCED COUNTY JAIL,Merced County,MERCED,CA,d2600
MERCEDES POLICE DEPT.,Hidalgo County,MERCEDES,TX,d2601
"MERCER CO. JAIL, ND",Mercer County,STANTSON,ND,d2602
"MERCER CO. JAIL, PA",Mercer County,MERCER,PA,d2603
MERCER COUNTY CORRECTIONS,Mercer County,ALEDO,IL,d2604
MERCER COUNTY JAIL,Mercer County,CELINA,OH,d2605
MERCER COUNTY JAIL,Mercer County,TRENTON,NJ,d2606
MERCER ISLAND POLICE DEPT.,King County,MERCER ISLAND,WA,d2607
MERIWETHER COUNTY SHERIFF,Meriwether County,GREENVILLE,GA,d2608
MERRICK COUNTY SHERIFF/JAIL,Merrick County,CENTRAL CITY,NE,d2609
MERRIMACK COUNTY JAIL,Merrimack County,BOSCAWAN,NH,d2610
MESA COUNTY JAIL,Mesa County,GRAND JUNCTION,CO,d2611
MESA PD HOLDING FACILITY,Maricopa County,MESA,AZ,d2612
MESA VERDE CCF,Kern County,BAKERSFIELD,CA,d2613
MESQUITE POLICE DEPT.,Dallas County,MESQUITE,TX,d2614
METRO (MTA) POLICE DEPT.,Harris County,HOUSTON,TX,d2615
METRO DADE JAIL,Miami-Dade County,MIAMI,FL,d2616
METROPOLITAN CORR. SVCS. DEPT.,Jefferson County,LOUISVILLE,KY,d2617
METROPOLITAN DETENTION CENTER,Bernalillo County,ALBUQUERQUE,NM,d2618
"MI REFORMATORY,IONIA,MI",Ionia County,IONIA,MI,d2619
MIAMI (MIRAMAR) HOLD ROOM,Broward County,MIRAMAR,FL,d2620
MIAMI BORDER PATROL,Broward County,PEMBROKE PINES,FL,d2621
MIAMI CORRECTIONAL CENTER,Miami County,BUNKERHILL,IN,d2622
MIAMI COUNTY JAIL,Miami County,TROY,OH,d2623
MIAMI COUNTY SHERIFF'S OFFICE,Miami County,PAOLA,KS,d2624
MIAMI FCI (FORMER MCC),Miami-Dade County,MIAMI,FL,d2625
MIAMI FED.DET.CENTER,Miami-Dade County,MIAMI,FL,d2626
MIAMI STAGING FACILITY,Miami-Dade County,MIAMI,FL,d2627
"MID-ORANGE CF, WARWICK",Orange County,WARWICK,NY,d2628
MID-STATE CORR. FACILITY,Burlington County,WRIGHTSTOWN,NJ,d2629
MIDDLE PENINSULA REGIONAL JAIL,Middlesex County,SALUDA,VA,d2630
MIDDLE RIVER REGIONAL JAIL,Staunton City,STAUNTON,VA,d2631
MIDDLE TENNESSEE C.C. #1,Davidson County,NASHVILLE,TN,d2632
MIDDLEBURG HEIGHTS POLICE DEPT.,Cuyahoga County,MIDDLEBURG HEIGHTS,OH,d2633
MIDDLESEX COUNTY H.O.C.-BILLERICA,Middlesex County,BILLERICA,MA,d2634
MIDDLESEX COUNTY JAIL,Middlesex County,NORTH BRUNSWICK,NJ,d2635
MIDDLESEX COUNTY-CAMBRIDGE,Middlesex County,CAMBRIDGE,MA,d2636
MIDLAND DETENTION CENTER,Midland County,MIDLAND,TX,d2637
MIDLOTHIAN POLICE DEPT.,Ellis County,MIDLOTHIAN,TX,d2638
MIDSTATE CORRECTIONAL,Oneida County,MARCY,NY,d2639
MIFFLIN COUNTY CORRECTIONAL,Mifflin County,LEWISTOWN,PA,d2640
"MIL.COUNTY CORR, FRANLIN",Milwaukee County,FRANKLIN,WI,d2641
MILAM COUNTY SHERIFF,Milam County,CAMERON,TX,d2642
MILAN FED.CORR.INST.,Washtenaw County,MILAN,MI,d2643
MILL CREEK CORR. FACILITY,Marion County,SALEM,OR,d2644
MILLARD CO. JAIL,Millard County,FILLMORE,UT,d2645
MILLE LACS COUNTY JAIL,Mille Lacs County,MILACA,MN,d2646
MILLER COUNTY JAIL,Miller County,TEXARKANA,AR,d2647
MILLER COUNTY JAIL,Miller County,TUSCUMBIA,MO,d2648
MILLER COUNTY SHERIFF,Miller County,COLQUITT,GA,d2649
MILLS COUNTY JAIL,Mills County,GLEENWOOD,IA,d2650
MILLS COUNTY SHERIFF,Mills County,GOLDTHWAITE,TX,d2651
MILWAUKEE COUNTY JAIL,Milwaukee County,MILWAUKEE,WI,d2652
MILWAUKEE HOLDROOM,Milwaukee County,MILWAUKEE,WI,d2653
MILWAUKEE SECURE DET. FACILITY,Milwaukee County,MILWAUKEE,WI,d2654
MINER CITY POLICE DEPT.,Scott County,MINER,MO,d2655
MINERAL COUNTY JAIL,Mineral County,SUPERIOR,MT,d2656
MINI-CASSIA JUVENILE DET. CENTER,Minidoka County,RUPERT,ID,d2657
MINICASSIA DET. CENTER,Cassia County,BURLEY,ID,d2658
"MINN. C.F., FARIBAULT",Rice County,FARIBAULT,MN,d2659
"MINN.C.F, OAK PARK HGTS",Washington County,STILLWATER,MN,d2660
"MINN.C.F., LINO LAKES",Anoka County,LINO LAKES,MN,d2661
"MINN.C.F., MOOSE LAKE",Carlton County,MOOSE LAKE,MN,d2662
"MINN.C.F., RUSH CITY",Chisago County,RUSH CITY,MN,d2663
"MINN.C.F., SHAKOPEE",Scott County,SHAKOPEE,MN,d2664
"MINN.C.F., STILLWATER",Washington County,STILLWATER,MN,d2665
"MINN.C.F.,ST.CLOUD",Stearns County,ST. CLOUD,MN,d2666
MINNEHAHA COUNTY JAIL,Minnehaha County,SIOUX FALLS,SD,d2667
MINNEHAHA JUVENILE DET CN,Minnehaha County,SIOUX FALLS,SD,d2668
MIRA LOMA DET.CENTER,Los Angeles County,LANCASTER,CA,d2669
MISSAUKEE COUNTY JAIL,Missaukee County,LAKE CITY,MI,d2670
MISSION POLICE DEPT.,Hidalgo County,MISSION,TX,d2671
MISSISSIPPI COUNTY DETENTION CENTE,Mississippi County,CHARLESTON,MO,d2672
MISSISSIPPI COUNTY JAIL,Mississippi County,LUXORA,AR,d2673
MISSISSIPPI STATE PENT,Sunflower County,PARCHMAN,MS,d2674
MISSOULA COUNTY,Missoula County,MISSOULA,MT,d2675
MISSOURI CITY POLICE DEPT.,Fort Bend County,MISSOURI CITY,TX,d2676
MISSOURI STATE PEN.,Cole County,JEFFERSON CITY,MO,d2677
MITCHELL COUNTY JAIL,Mitchell County,BAKERSVILLE,NC,d2678
MITCHELL COUNTY JUS.CENTER,Mitchell County,CAMILLA,GA,d2679
MITCHELL COUNTY SHERIFF,Mitchell County,COLORADO CITY,TX,d2680
MOBERLY CORR. CENTER,Randolph County,MOBERLY,MO,d2681
MOBERLY POLICE DEPT.,Randolph County,MOBERLY,MO,d2682
"MOBILE CITY JAIL, ALA",Mobile County,MOBILE,AL,d2683
MOBILE COUNTY JAIL,Mobile County,MOBILE,AL,d2684
MODOC COUNTY JAIL,Modoc County,ALTURAS,CA,d2685
MOFFAT COUNTY JAIL,Moffat County,CRAIG,CO,d2686
MOHAVE CO CORR CENTER,Mohave County,KINGMAN,AZ,d2687
MOHAWK CORRECTIONAL,Oneida County,ROME,NY,d2688
MONMOUTH COUNTY JAIL,Monmouth County,FREEHOLD,NJ,d2689
MONO COUNTY JAIL,Mono County,BRIDGEPORT,CA,d2690
"MONONA COUNTY JAIL, IOWA",Monona County,ONAWA,IA,d2691
MONROE CO JAIL,Monroe County,STROUDSBURG,PA,d2692
MONROE CO. CORRECTIONAL CENTER,Monroe County,TOMPKINSVILLE,KY,d2693
MONROE COUNTY DET. FACILITY,Monroe County,ABERDEEN,MS,d2694
MONROE COUNTY DETENTION-DORM,Monroe County,MONROE,MI,d2695
MONROE COUNTY JAIL,Monroe County,ALBIA,IA,d2696
MONROE COUNTY JAIL,Monroe County,BLOOMINGTON,IN,d2697
MONROE COUNTY JAIL,Monroe County,CLARENDON,AR,d2698
MONROE COUNTY JAIL,Monroe County,FORSYTH,GA,d2699
MONROE COUNTY JAIL,Monroe County,KEY WEST,FL,d2700
MONROE COUNTY JAIL,Monroe County,MADISONVILLE,TN,d2701
MONROE COUNTY JAIL,Monroe County,ROCHESTER,NY,d2702
MONROE COUNTY JAIL,Monroe County,WATERLOO,IL,d2703
MONROE COUNTY JAIL,Monroe County,WOODSFIELD,OH,d2704
MONROE COUNTY SHERIFF/JAIL-MAIN,Monroe County,MONROE,MI,d2705
"MONROE COUNTY, WISCONSIN",Monroe County,SPARTA,WI,d2706
MONROE-MINIMUM SECURITY UNIT,Snohomish County,MONROE,WA,d2707
MONROE-SPECIAL OFFENDER UNIT,Snohomish County,MONROE,WA,d2708
MONROE-WA STATE REFORMATORY,Snohomish County,MONROE,WA,d2709
MONROVIA POLICE DEPT.,Los Angeles County,MONROVIA,CA,d2710
MONT CO DEPT OF CORR,Montgomery County,INDEPENDENCE,KS,d2711
MONTAGUE COUNTY JAIL,Montague County,MONTAGUE,TX,d2712
MONTANA STATE PRISON,Powell County,DEER LODGE,MT,d2713
"MONTCALM CO., STANTON,MI.",Montcalm County,STANTON,MI,d2714
MONTE VIEW JUVENILE FACIL,Denver County,DENVER,CO,d2715
MONTE VISTA CITY JAIL,Rio Grande County,MONTE VISTA,CO,d2716
MONTEBELLO POLICE DEPT.,Los Angeles County,MONTEBELLO,CA,d2717
MONTEREY CO JUVENILE HALL,Monterey County,SALINAS,CA,d2718
MONTEREY CO. JAIL,Monterey County,SALINAS,CA,d2719
MONTEREY PARK POLICE DEPT,Los Angeles County,MONTEREY PARK,CA,d2720
MONTEREY SHOCK,Schuyler County,BEAVER DAMS,NY,d2721
MONTEZUMA COUNTY JAIL,Montezuma County,CORTEZ,CO,d2722
MONTGOMERY CITY JAIL,Montgomery County,MONTGOMERY,AL,d2723
"MONTGOMERY CNTY JAIL, PA",Montgomery County,NORRISTOWN,PA,d2724
MONTGOMERY CO MAC SIM BUTLER D.F.,Montgomery County,MONTGOMERY,AL,d2725
MONTGOMERY COUNTY,Montgomery County,DAYTON,OH,d2726
MONTGOMERY COUNTY CONSTABLE PCT #3,Montgomery County,THE WOODLANDS,TX,d2727
MONTGOMERY COUNTY DET.,Montgomery County,ROCKVILLE,MD,d2728
MONTGOMERY COUNTY JAIL,Montgomery County,CHRISTIANSBURG,VA,d2729
MONTGOMERY COUNTY JAIL,Montgomery County,CLARKSVILLE,TN,d2730
MONTGOMERY COUNTY JAIL,Montgomery County,CONROE,TX,d2731
MONTGOMERY COUNTY JAIL,Montgomery County,FONDA,NY,d2732
MONTGOMERY COUNTY JAIL,Montgomery County,MONTGOMERY CITY,MO,d2733
MONTGOMERY COUNTY JAIL,Montgomery County,MOUNT IDA,AR,d2734
MONTGOMERY COUNTY JAIL,Montgomery County,RED OAK,IA,d2735
MONTGOMERY COUNTY JAIL,Montgomery County,TROY,NC,d2736
MONTGOMERY COUNTY SHERIFF,Montgomery County,CONROE,TX,d2737
MONTGOMERY COUNTY SHERIFF,Montgomery County,MT. VERNON,GA,d2738
MONTGOMERY ED&PRE-RELEASE,Montgomery County,DAYTON,OH,d2739
MONTGOMERY HOLD ROOM,Montgomery County,MONTGOMERY,AL,d2740
MONTGOMERY POLICE DEPT,Kane County,MONTGOMERY,IL,d2741
MONTOUR COUNTY PRISON,Montour County,DANVILLE,PA,d2742
MONTROSE COUNTY JAIL,Montrose County,MONTROSE,CO,d2743
MOORE COUNTY JAIL,Moore County,CARTHAGE,NC,d2744
MOORE COUNTY JAIL,Moore County,LYNCHBURG,TN,d2745
MOORE COUNTY SHERIFF,Moore County,DUMAS,TX,d2746
MOREHOUSE PAR DET CENTER,Morehouse Parish,COLLISTON,LA,d2747
MORGAN CITY PD JAIL,St. Mary Parish,MORGAN CITY,LA,d2748
MORGAN COUNTY CORR. COMPLEX,Morgan County,WARTBURG,TN,d2749
MORGAN COUNTY DET. CENTER,Morgan County,MADISON,GA,d2750
MORGAN COUNTY JAIL,Morgan County,DECATUR,AL,d2751
MORGAN COUNTY JAIL,Morgan County,FT MORGAN,CO,d2752
MORGAN COUNTY JAIL,Morgan County,FT. MORGAN,CO,d2753
MORGAN COUNTY JAIL,Morgan County,MARTINSVILLE,IN,d2754
MORGAN COUNTY JAIL,Morgan County,MCCONNELLSVILLE,OH,d2755
MORGAN COUNTY JAIL,Morgan County,WARTBURG,TN,d2756
MORGAN COUNTY SHERIFF'S DEPT,Morgan County,VERSAILLES,MO,d2757
MORGANTOWN FED.CORR.INST.,Monongalia County,MORGANTOWN,WV,d2758
MORIAH CORRECTIONAL,Essex County,MINEVILLE,NY,d2759
MORRIS COUNTY JAIL,Morris County,DAINGERFIELD,TX,d2760
MORRIS COUNTY JAIL,Morris County,MORRISTOWN,NJ,d2761
MORRISON COUNTY JAIL,Morrison County,LITTLE FALLS,MN,d2762
MORROW CO. CORRECTIONAL FACILITY,Morrow County,MT. GILEAD,OH,d2763
MORTON COUNTY SHERIFF/JAIL,Morton County,MANDAN,ND,d2764
MOSHANNON VALLEY CORRECTIONAL,Centre County,PHILIPSBURG,PA,d2765
MOTLEY COUNTY SHERIFF,Motley County,MATADOR,TX,d2766
MOULTON POLICE DEPT.,Lavaca County,MOULTON,TX,d2767
"MOUND CORR FAC,DETROIT,MI",Wayne County,DETROIT,MI,d2768
"MOUNT MCGREGOR, WILTON",Saratoga County,WILTON,NY,d2769
MOUNTAIN GROVE POLICE DEPT.,Wright County,MOUNTAIN GROVE,MO,d2770
MOUNTAIN VIEW JUV. DET. CENTER,Jefferson County,LAKEWOOD,CO,d2771
MOUNTAINVIEW YOUTH C.F.,Hunterdon County,ANNANDALE,NJ,d2772
"MOUNTRAIL CO. JAIL, ND",Mountrail County,STANLEY,ND,d2773
"MOWER CO. JAIL, MN",Mower County,AUSTIN,MN,d2774
MSCO DURANGO FACILITY,Maricopa County,PHOENIX,AZ,d2775
MT PLEASANT CORRECTIONAL,Henry County,MT PLEASANT,IA,d2776
MT. OLIVE CORRECTIONAL CENTER,Fayette County,MT. OLIVE,WV,d2777
MUHLENBERG CO. DETENTION CENTER,Muhlenberg County,GREENVILLE,KY,d2778
MULE CREEK STATE PRISON,Amador County,IONE,CA,d2779
MULTI CO. JUV.CENTER,Stark County,CANTON,OH,d2780
MULTIPURPOSE CORRECTIONAL,New Castle County,WILMINGTON,DE,d2781
MULTNOMAH CO. JUV. DET. FAC.,Multnomah County,PORTLAND,OR,d2782
MULTNOMAH COUNTY JAIL,Multnomah County,PORTLAND,OR,d2783
MUN. CORRECT. INSTITUTION,Jackson County,KANSAS CITY,MO,d2784
MUNDELEIN POLICE DEPT.,Lake County,MUNDELEIN,IL,d2785
MURRAY COUNTY SHERIFF,Murray County,CHATSWORTH,GA,d2786
MUSCATINE COUNTY JAIL,Muscatine County,MUSCATINE,IA,d2787
MUSCOGEE COUNTY SHERIFF FAC.,Muscogee County,COLUMBUS,GA,d2788
"MUSKEGON COR, MUSKEGON,MI",Muskegon County,MUSKEGON,MI,d2789
MUSKEGON COUNTY JAIL,Muskegon County,MUSKEGON,MI,d2790
"MUSKEGON TEMP, MUSKEGON,",Muskegon County,MUSKEGON,MI,d2791
MUSKINGUM COUNTY JAIL,Muskingum County,ZANESVILLE,OH,d2792
MUSKOGEE CO.JAIL- BOP ONLY,Muskogee County,MUSKOGEE,OK,d2793
MUSKOGEE COUNTY JAIL,Muskogee County,MUSKOGEE,OK,d2794
MUSSELSHELL COUNTY JAIL,Musselshell County,ROUNDUP,MT,d2795
N OLMSTED CITY JAIL,Cuyahoga County,NORTH OLMSTEAD,OH,d2796
N.A. CHADERJIAN YCF,San Joaquin County,STOCKTON,CA,d2797
N.C. DEPT OF CORRECTIONS,Wake County,RALEIGH,NC,d2798
N.E.NEB.JUVENILE SERVICES,Madison County,MADISON,NE,d2799
N.J. STATE PRISON,Mercer County,TRENTON,NJ,d2800
N.Y. STATE DEPT CORR.,Albany County,ALBANY,NY,d2801
"N.Y. STATE POLICE, MORRIS",Madison County,MORRISVILLE,NY,d2802
NACOGDOCHES COUNTY JAIL,Nacogdoches County,NACOGDOCHES,TX,d2803
NACOGDOCHES POLICE DEPT.,Nacogdoches County,NACOGDOCHES,TX,d2804
NAPA COUNTYY DEPT OF CORR,Napa County,NAPA,CA,d2805
NAPERVILLE POLICE DEPT.,DuPage County,NAPERVILLE,IL,d2806
NASELLE YOUTH CAMP,Pacific County,NASELLE,WA,d2807
NASH COUNTY JAIL,Nash County,NASHVILLE,NC,d2808
NASHUA ST. JAIL,Suffolk County,BOSTON,MA,d2809
NASHVILLE COMM. CORR.,Davidson County,NASHVILLE,TN,d2810
NASHVILLE HOLD ROOM,Davidson County,NASHVILLE,TN,d2811
NASSAU BAY POLICE DEPT.,Harris County,NASSAU BAY,TX,d2812
NASSAU CO CORREC CENTER,Nassau County,EAST MEADOW,NY,d2813
NASSAU COUNTY JAIL,Nassau County,YULEE,FL,d2814
NATCHITOCHES PARISH DET. CENTER,Natchitoches Parish,NATCHITOCHES,LA,d2815
NATRONA CO. JUV. DET. CENTER,Natrona County,CASPER,WY,d2816
NATRONA COUNTY JAIL,Natrona County,CASPER,WY,d2817
NAUGATUCK POLICE DEPT.,New Haven County,NAUGATUCK,CT,d2818
NAVAJO COUNTY SHERIFF,Navajo County,HOLBROOK,AZ,d2819
NAVARRO CO JUSTICE CTR,Navarro County,CORSICANA,TX,d2820
NAVASOTA POLICE DEPT.,Grimes County,NAVASOTA,TX,d2821
NCCI GARDNER,Worcester County,GARDNER,MA,d2822
"ND STATE PENN BISMARK, ND",Burleigh County,BISMARCK,ND,d2823
ND STATE PENN NEW ENGLAND WOMEN'S,Hettinger County,NEW ENGLAND,ND,d2824
NE CORR CNTR CONCORD,Middlesex County,CONCORD,MA,d2825
NEBRASKA DEPT OF CORRECTI,Lancaster County,LINCOLN,NE,d2826
NEMAHA COUNTY SHERIFF/JAIL,Nemaha County,AUBURN,NE,d2827
NEOSHA COUNTY SHERIFF/JAIL,Neosho County,ERIE,KS,d2828
NEOSHO POLICE DEPT.,Newton County,NEOSHO,MO,d2829
NESHOBA CO. LAW ENF. CENTER,Neshoba County,PHILADELPHIA,MS,d2830
NEV WOMENS CORR CTR,Carson City,CARSON CITY,NV,d2831
NEVADA COUNTY JAIL,Nevada County,NEVADA CITY,CA,d2832
NEVADA COUNTY JAIL,Nevada County,PRESCOTT,AR,d2833
NEVADA DOC - HIGH DESERT,Clark County,INDIAN SPRINGS,NV,d2834
NEVADA DOC - SOUTHERN NV CC,Clark County,JEAN,NV,d2835
NEVADA POLICE DEPT,Vernon County,NEVADA,MO,d2836
NEVADA SOUTHERN DETENTION CENTER,Nye County,PAHRUMP,NV,d2837
NEVADA STATE PRISON,Carson City,CARSON CITY,NV,d2838
NEW CANAAN POLICE DEPT.,Fairfield County,NEW CANAAN,CT,d2839
NEW HAMPSHIRE STATE PRISON,Hillsborough County,GOFFSTOWN,NH,d2840
NEW HANOVER CO DET CENTER,New Hanover County,CASTLE HAYNE,NC,d2841
NEW HAVE POLICE DEPT.,New Haven County,NEW HAVEN,CT,d2842
NEW HAVEN CORR CENTER,New Haven County,NEW HAVEN,CT,d2843
NEW LISBON CORRECTIONAL INST.,Juneau County,NEW LISBON,WI,d2844
NEW MADRID COUNTY SHERIFF/JAIL,New Madrid County,NEW MADRID,MO,d2845
NEW RIVER C. I.,Union County,RAIFORD,FL,d2846
NEW RIVER VALLEY REG. JAIL,Pulaski County,DUBLIN,VA,d2847
NEW YORK MCC,Kings County,NEW YORK,NY,d2848
NEW/INS OS HOLD ROOM,Essex County,NEWARK,NJ,d2849
NEWARK POLICE DEPT.,Essex County,NEWARK,NJ,d2850
"NEWAYGO CO.WHITE CLOUD,MI",Newaygo County,WHITE CLOUD,MI,d2851
"NEWBERRY C.F.,NEWBERRY,MI",Luce County,NEWBERRY,MI,d2852
NEWBERRY COUNTY JAIL,Newberry County,NEWBERRY,SC,d2853
NEWPORT BEACH POLICE DEPT.,Orange County,NEWPORT BEACH,CA,d2854
NEWPORT NEWS CITY JAIL,Newport News City,NEWPORT NEWS,VA,d2855
NEWTON CORR'L RELEASE CTR,Jasper County,NEWTON,IA,d2856
NEWTON COUNTY CORR. CTR.,Newton County,NEWTON,TX,d2857
NEWTON COUNTY JAIL,Newton County,COVINGTON,GA,d2858
NEWTON COUNTY JAIL,Newton County,DECATUR,MS,d2859
NEWTON COUNTY JAIL,Newton County,KENTLAND,IN,d2860
NEWTON COUNTY JAIL,Newton County,NEOSHO,MO,d2861
NEZ PERCE COUNTY JAIL,Nez Perce County,LEWISTON,ID,d2862
NH STATE PRISON FOR WOMEN,Hillsborough County,GOFFSTOWN,NH,d2863
"NH STATE PRISON, CONCORD",Merrimack County,CONCORD,NH,d2864
NIAGARA COUNTY JAIL,Niagara County,LOCKPORT,NY,d2865
NIAGARA FALLS CITY JAIL,Niagara County,NIAGARA FALLS,NY,d2866
NIANTIC CORR INST,New London County,NIANTIC,CT,d2867
NICOLLET COUNTY JAIL,Nicollet County,ST. PETER,MN,d2868
NILES POLICE DEPT.,Cook County,NILES,IL,d2869
NIOBRARA COUNTY JAIL,Niobrara County,LUSK,WY,d2870
NISQUALLY CITY JAIL,Thurston County,OLYMPIA,WA,d2871
"NJ DEPT. OF CORR.,VROOMOM",Mercer County,WEST TRENTON,NJ,d2872
NM WOMEN'S CORR. FACILITY,Cibola County,GRANTS,NM,d2873
NO COUNTY JAIL/PALO ALTO,Santa Clara County,PALO ALTO,CA,d2874
NO. KERN STATE PRISON,Kern County,DELANO,CA,d2875
NO. VA. JUVENILE DET - ICE,Alexandria City,ALEXANDRIA,VA,d2876
NO. VA. JUVENILE DET - ORR,Alexandria City,ALEXANDRIA,VA,d2877
NOBLE CORRECTIONAL INST,Noble County,CALDWELL,OH,d2878
NOBLE COUNTY JAIL,Noble County,ALBION,IN,d2879
NOBLE COUNTY JAIL,Noble County,CALDWELL,OH,d2880
NOBLE COUNTY JAIL,Noble County,PERRY,OK,d2881
NOBLES CO. JAIL,Nobles County,WORTHINGTON,MN,d2882
NODAWAY COUNTY JAIL,Nodaway County,MARYVILLE,MO,d2883
NOL D D & P,Orleans Parish,NEW ORLEANS,LA,d2884
NOLAN COUNTY SHERIFF,Nolan County,SWEETWATER,TX,d2885
NORFLK CNTY DEDHAM,Norfolk County,DEDHAM,MA,d2886
NORFOLK CITY JAIL,Norfolk City,NORFOLK,VA,d2887
NORFOLK SUB-OFFICE HOLD,Norfolk City,NORFOLK,VA,d2888
NORTEAST OK CORR CENTER,Craig County,VINITA,OK,d2889
NORTH ATTLEBORO POLICE DEPT.,Bristol County,NORTH ATTLEBORO,MA,d2890
NORTH CENTRAL CORR.,Marion County,MARION,OH,d2891
NORTH CENTRAL CORR. FAC.,Calhoun County,ROCKWELL CITY,IA,d2892
NORTH CENTRAL REGIONAL JAIL,Doddridge County,GREENWOOD,WV,d2893
NORTH CHICAGO P.D.,Lake County,NORTH CHICAGO,IL,d2894
NORTH COAST YOUTH CORR.,Clatsop County,WARRENTON,OR,d2895
NORTH COUNTY JAIL,Alameda County,OAKLAND,CA,d2896
NORTH GEORGIA DETENTION CENTER,Hall County,GAINESVILLE,GA,d2897
NORTH IDAHO CORRECTIONAL,Idaho County,COTTONWOOD,ID,d2898
NORTH LAS VEGAS,Clark County,N LAS VEGAS,NV,d2899
NORTH LAS VEGAS POLICE DEPT.,Clark County,NORTH LAS VEGAS,NV,d2900
NORTH PLATTE HOLD ROOM,Lincoln County,NORTH PLATTE,NE,d2901
NORTH RICHLAND HILLS JAIL,Tarrant County,N.RICHLAND HILL,TX,d2902
NORTH RIVERSIDE POLICE DEPT,Cook County,NORTH RIVERSIDE,IL,d2903
NORTH ROYALTON CITY JAIL,Cuyahoga County,N. ROYALTON,OH,d2904
NORTHAMPTON COUNTY JAIL,Northampton County,EASTVILLE,VA,d2905
NORTHAMPTON COUNTY JAIL,Northampton County,JACKSON,NC,d2906
NORTHAMPTON COUNTY PRISON,Northampton County,EASTON,PA,d2907
NORTHEAST CORR CENTER,Tolland County,STORRS,CT,d2908
NORTHEAST CORR. CENTER,Pike County,BOWLING GREEN,MO,d2909
NORTHEAST OHIO CORR. FAC.,Mahoning County,YOUNGSTOWN,OH,d2910
NORTHEAST PRE-RELEASE,Cuyahoga County,CLEVELAND,OH,d2911
NORTHEASTERN CORR. COMPLEX,Johnson County,MOUNTAIN CITY,TN,d2912
NORTHERN CORR INST,Tolland County,SOMERS,CT,d2913
NORTHERN FL. REC. CENTER,Union County,LAKE BUTLER,FL,d2914
NORTHERN NECK REG. JAIL,Richmond County,WARSAW,VA,d2915
NORTHERN NEV CORR CTR,Carson City,CARSON CITY,NV,d2916
NORTHERN NEW HAMPSHIRE COR. FAC.,Coos County,BERLIN,NH,d2917
NORTHERN OREGON CORR.FAC.,Wasco County,THE DALLES,OR,d2918
NORTHERN OREGON JUV.DET.,Wasco County,THE DALLES,OR,d2919
NORTHERN REGIONAL JAIL,Marshall County,MOUNDSVILLE,WV,d2920
NORTHERN STATE PRISON,Essex County,NEWARK,NJ,d2921
NORTHFORK CORR. FACILITY,Beckham County,SAYRE,OK,d2922
NORTHPOINT TRAINING CENTR,Mercer County,BURGIN,KY,d2923
NORTHPORT POLICE DEPT.,Tuscaloosa County,NORTHPORT,AL,d2924
NORTHUMBERLAND CO. PRISON,Northumberland County,SUNBURY,PA,d2925
NORTHWEST CORRECTIONAL COMPLEX,Lake County,TIPTONVILLE,TN,d2926
NORTHWEST DET. CENTER,Pierce County,TACOMA,WA,d2927
NORTHWEST REG. ADULT DET.,Winchester City,WINCHESTER,VA,d2928
NORTHWEST STATE CORRECTIONAL CTR.,Franklin County,ST ALBANS,VT,d2929
NORTON CORRECTIONAL FAC.,Norton County,NORTON,KS,d2930
NORTON COUNTY JAIL,Norton County,NORTON,KS,d2931
NORWALK POLICE DEPT.,Fairfield County,NORWALK,CT,d2932
NOVI POLICE DEPT.,Oakland County,NOVI,MI,d2933
NUECES COUNTY JAIL,Nueces County,CORPUS CHRISTI,TX,d2934
NUESE CORRECTIONAL INSTITUTION,Wayne County,GOLDSBORO,NC,d2935
NV PAROLE AND PROBATION,Clark County,LAS VEGAS,NV,d2936
NYC FIELD OFFICE,Kings County,NEW YORK,NY,d2937
NYC POLICE DEPARTMENT,Kings County,NEW YORK,NY,d2938
NYE CO JAIL,Nye County,TONOPAH,NV,d2939
NYE COUNTY SHERIFF-BEATTY,Nye County,BEATTY,NV,d2940
NYE COUNTY SHERIFF-PAHRUMP,Nye County,PAHRUMP,NV,d2941
O'FALLON POLICE DEPT.,St. Clair County,O'FALLON,IL,d2942
OAHU COMMUNITY CORR CTR,Honolulu County,HONOLULU,HI,d2943
OAK HARBOR CITY JAIL,Island County,OAK HARBOR,WA,d2944
OAK HILL CORRECTIONAL INSTITUTION,Dane County,OREGON,WI,d2945
OAKDALE FED. DET. CENTER,Allen Parish,OAKDALE,LA,d2946
OAKDALE FED.CORR.INST.,Allen Parish,OAKDALE,LA,d2947
OAKDALE FED.DET.CENTER,Allen Parish,OAKDALE,LA,d2948
OAKDALE HOLDING ROOM,Allen Parish,OAKDALE,LA,d2949
OAKLAND CITY JAIL,Alameda County,OAKLAND,CA,d2950
"OAKLAND CO., PONTIAC, MI",Oakland County,PONTIAC,MI,d2951
OAKS CORRECTIONAL FACILITY,Manistee County,MANISTEE,MI,d2952
"OBRIEN CO JAIL, IOWA",O'Brien County,PRINGHAR,IA,d2953
OCEAN COUNTY JAIL,Ocean County,TOMS RIVER,NJ,d2954
